id,organisation_code,organisation_name_short,organisation_name_long,organisation_name_code,indicator_total_weighted_points,indicator_id,indicator_name,indicator_category_name,indicator_subcategory_name,indicator_category_subcategory,indicator_order,indicator_weight,iati_manual,publication_format,publication_format_points,total_points,iati_data_quality_points,iati_data_quality_frequency,iati_data_quality_frequency_value,iati_data_quality_frequency_multiplier,iati_data_quality_total_points,survey_publication_status,survey_publication_status_value,survey_ordinal_value,survey_publication_format,survey_publication_format_value,survey_total_points
KR-GOV-051-tied-aid-status,KR-GOV-051,Korea-KOICA,"South Korea, International Cooperation Agency ","Korea, KOICA",2.8499,tied-aid-status,Tied aid status,activity,Joining-up development data,activity-Joining-up development data,29,0.03,iati,iati,33.33,94.99666667,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0
KR-GOV-051-title,KR-GOV-051,Korea-KOICA,"South Korea, International Cooperation Agency ","Korea, KOICA",0.949966667,title,Title,activity,Project attributes,activity-Project attributes,16,0.01,iati,iati,33.33,94.99666667,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0
KR-GOV-051-total-organisation-budget,KR-GOV-051,Korea-KOICA,"South Korea, International Cooperation Agency ","Korea, KOICA",4.166527911,total-organisation-budget,Total organisation budget,,Finance and budgets,#NAME?,9,0.041666668,iati,iati,33.33,99.99666667,66.66666667,quarterly,0.925,1,66.66666667,,,,,,0
KR-GOV-051-unique-id,KR-GOV-051,Korea-KOICA,"South Korea, International Cooperation Agency ","Korea, KOICA",2.373839708,unique-id,Unique ID,activity,Project attributes,activity-Project attributes,25,0.025,iati,iati,33.33,94.95358831,66.62009547,quarterly,0.925,0.925,61.62358831,,,,,,0
KR-GOV-051-disaggregated-budgets,KR-GOV-051,Korea-KOICA,"South Korea, International Cooperation Agency ","Korea, KOICA",0.462916681,disaggregated-budgets,Disaggregated budget,,Finance and budgets,#NAME?,10,0.041666668,manual,pdf,11.11,11.11,0,quarterly,0.925,1,0,,0,1,pdf,16.665,5.555
XM-DAC-7-budget-alignment,XM-DAC-7,Netherlands-MFA,"Netherlands, Ministry of Foreign Affairs","Netherlands, MFA",1.85120633,budget-alignment,Budget Alignment,activity,Finance and budgets,activity-Finance and budgets,15,0.033333335,iati,iati,33.33,55.53618712,27.3138833,monthly,0.813,0.813,22.20618712,,,,,,0
XM-DAC-7-accessibility,XM-DAC-7,Netherlands-MFA,"Netherlands, Ministry of Foreign Affairs","Netherlands, MFA",1.875,accessibility,Accessibility,commitment,Organisational planning and commitments,commitment-Organisational planning and commitments,2,0.01875,manual,not-applicable,100,100,0,monthly,0.813,1,0,,0,100,,0,100
XM-DAC-7-actual-dates,XM-DAC-7,Netherlands-MFA,"Netherlands, Ministry of Foreign Affairs","Netherlands, MFA",0.873965025,actual-dates,Actual dates,activity,Project attributes,activity-Project attributes,19,0.01,iati,iati,33.33,87.39650246,66.50246305,monthly,0.813,0.813,54.06650246,,,,,,0
XM-DAC-7-aid-type,XM-DAC-7,Netherlands-MFA,"Netherlands, Ministry of Foreign Affairs","Netherlands, MFA",2.6259,aid-type,Aid type,activity,Joining-up development data,activity-Joining-up development data,27,0.03,iati,iati,33.33,87.53,66.66666667,monthly,0.813,0.813,54.2,,,,,,0
XM-DAC-7-allocation-policy,XM-DAC-7,Netherlands-MFA,"Netherlands, Ministry of Foreign Affairs","Netherlands, MFA",1.8749375,allocation-policy,Allocation policy,,Organisational planning and commitments,#NAME?,5,0.01875,iati,iati,33.33,99.99666667,66.66666667,monthly,0.813,1,66.66666667,,,,,,0
XM-DAC-7-annual-report,XM-DAC-7,Netherlands-MFA,"Netherlands, Ministry of Foreign Affairs","Netherlands, MFA",1.8749375,annual-report,Annual report,,Organisational planning and commitments,#NAME?,4,0.01875,iati,iati,33.33,99.99666667,66.66666667,monthly,0.813,1,66.66666667,,,,,,0
XM-DAC-7-audit,XM-DAC-7,Netherlands-MFA,"Netherlands, Ministry of Foreign Affairs","Netherlands, MFA",1.8749375,audit,Audit,,Organisational planning and commitments,#NAME?,8,0.01875,iati,iati,33.33,99.99666667,66.66666667,monthly,0.813,1,66.66666667,,,,,,0
XM-DAC-7-commitments,XM-DAC-7,Netherlands-MFA,"Netherlands, Ministry of Foreign Affairs","Netherlands, MFA",2.917666813,commitments,Commitments,activity,Finance and budgets,activity-Finance and budgets,13,0.033333335,iati,iati,33.33,87.53,66.66666667,monthly,0.813,0.813,54.2,,,,,,0
XM-DAC-7-conditions,XM-DAC-7,Netherlands-MFA,"Netherlands, Ministry of Foreign Affairs","Netherlands, MFA",0,conditions,Conditions,activity,Project attributes,activity-Project attributes,24,0.035,manual,document,0,0,0,monthly,0.813,1,0,not published,0,,document,50,0
XM-DAC-7-contact-details,XM-DAC-7,Netherlands-MFA,"Netherlands, Ministry of Foreign Affairs","Netherlands, MFA",0.8753,contact-details,Contact details,activity,Project attributes,activity-Project attributes,21,0.01,iati,iati,33.33,87.53,66.66666667,monthly,0.813,0.813,54.2,,,,,,0
XM-DAC-7-current-status,XM-DAC-7,Netherlands-MFA,"Netherlands, Ministry of Foreign Affairs","Netherlands, MFA",0.8753,current-status,Current status,activity,Project attributes,activity-Project attributes,20,0.01,iati,iati,33.33,87.53,66.66666667,monthly,0.813,0.813,54.2,,,,,,0
XM-DAC-7-description,XM-DAC-7,Netherlands-MFA,"Netherlands, Ministry of Foreign Affairs","Netherlands, MFA",2.338718866,description,Description,activity,Project attributes,activity-Project attributes,17,0.03,iati,iati,33.33,77.95729553,54.89212243,monthly,0.813,0.813,44.62729553,,,,,,0
XM-DAC-7-disbursements-and-expenditures,XM-DAC-7,Netherlands-MFA,"Netherlands, Ministry of Foreign Affairs","Netherlands, MFA",2.893191146,disbursements-and-expenditures,Disbursements and expenditures,activity,Finance and budgets,activity-Finance and budgets,14,0.033333335,iati,iati,33.33,86.79573006,65.7635056,monthly,0.813,0.813,53.46573006,,,,,,0
XM-DAC-7-finance-type,XM-DAC-7,Netherlands-MFA,"Netherlands, Ministry of Foreign Affairs","Netherlands, MFA",2.6259,finance-type,Finance type,activity,Joining-up development data,activity-Joining-up development data,28,0.03,iati,iati,33.33,87.53,66.66666667,monthly,0.813,0.813,54.2,,,,,,0
XM-DAC-7-flow-type,XM-DAC-7,Netherlands-MFA,"Netherlands, Ministry of Foreign Affairs","Netherlands, MFA",2.6259,flow-type,Flow type,activity,Joining-up development data,activity-Joining-up development data,26,0.03,iati,iati,33.33,87.53,66.66666667,monthly,0.813,0.813,54.2,,,,,,0
XM-DAC-7-location,XM-DAC-7,Netherlands-MFA,"Netherlands, Ministry of Foreign Affairs","Netherlands, MFA",1.429045007,location,Location,activity,Project attributes,activity-Project attributes,23.1,0.035,iati,iati,33.33,40.82985735,9.224916786,monthly,0.813,0.813,7.499857347,,,,,,0
XM-DAC-7-location-with-activity-scope-exclusion-,XM-DAC-7,Netherlands-MFA,"Netherlands, Ministry of Foreign Affairs","Netherlands, MFA",0,location-with-activity-scope-exclusion-,Location (with activity-scope exclusion),activity,Project attributes,activity-Project attributes,23.2,0.035,iati,iati,,0,0,monthly,0.813,0.813,0,,,,,,0
XM-DAC-7-networked-data-implementors,XM-DAC-7,Netherlands-MFA,"Netherlands, Ministry of Foreign Affairs","Netherlands, MFA",1.7506,networked-data-implementors,Networked Data - Implementors,activity,Joining-up development data,activity-Joining-up development data,30.1,0.02,iati,iati,33.33,87.53,66.66666667,monthly,0.813,0.813,54.2,,,,,,0
XM-DAC-7-networked-data-participating-orgs,XM-DAC-7,Netherlands-MFA,"Netherlands, Ministry of Foreign Affairs","Netherlands, MFA",0.859782731,networked-data-participating-orgs,Networked Data - Participating Orgs,activity,Joining-up development data,activity-Joining-up development data,30.2,0.02,iati,iati,33.33,42.98913655,11.88085676,monthly,0.813,0.813,9.659136546,,,,,,0
XM-DAC-7-networked-data-transactions-with-valid-receiver,XM-DAC-7,Netherlands-MFA,"Netherlands, Ministry of Foreign Affairs","Netherlands, MFA",0.8753,networked-data-transactions-with-valid-receiver,Networked Data - Transactions with valid receiver,activity,Joining-up development data,activity-Joining-up development data,30.3,0.01,iati,iati,33.33,87.53,66.66666667,monthly,0.813,0.813,54.2,,,,,,0
XM-DAC-7-objectives,XM-DAC-7,Netherlands-MFA,"Netherlands, Ministry of Foreign Affairs","Netherlands, MFA",3.868034205,objectives,Objectives,activity,Performance,activity-Performance,32,0.05,iati,iati,33.33,77.3606841,54.15828303,monthly,0.813,0.813,44.0306841,,,,,,0
XM-DAC-7-organisation-strategy,XM-DAC-7,Netherlands-MFA,"Netherlands, Ministry of Foreign Affairs","Netherlands, MFA",1.8749375,organisation-strategy,Organisation strategy,,Organisational planning and commitments,#NAME?,3,0.01875,iati,iati,33.33,99.99666667,66.66666667,monthly,0.813,1,66.66666667,,,,,,0
XM-DAC-7-planned-dates,XM-DAC-7,Netherlands-MFA,"Netherlands, Ministry of Foreign Affairs","Netherlands, MFA",0.8753,planned-dates,Planned dates,activity,Project attributes,activity-Project attributes,18,0.01,iati,iati,33.33,87.53,66.66666667,monthly,0.813,0.813,54.2,,,,,,0
XM-DAC-7-impact-appraisals,XM-DAC-7,Netherlands-MFA,"Netherlands, Ministry of Foreign Affairs","Netherlands, MFA",2.5,impact-appraisals,Pre-project impact appraisals,activity,Performance,activity-Performance,33,0.05,manual,document,50,50,0,monthly,0.813,1,0,always,1,,document,50,50
XM-DAC-7-procurement-policy,XM-DAC-7,Netherlands-MFA,"Netherlands, Ministry of Foreign Affairs","Netherlands, MFA",1.8749375,procurement-policy,Procurement policy,,Organisational planning and commitments,#NAME?,6,0.01875,iati,iati,33.33,99.99666667,66.66666667,monthly,0.813,1,66.66666667,,,,,,0
XM-DAC-7-project-budget,XM-DAC-7,Netherlands-MFA,"Netherlands, Ministry of Foreign Affairs","Netherlands, MFA",2.730220151,project-budget,Project budget,activity,Finance and budgets,activity-Finance and budgets,11,0.033333335,iati,iati,33.33,81.90660044,59.74981604,monthly,0.813,0.813,48.57660044,,,,,,0
XM-DAC-7-project-budget-document,XM-DAC-7,Netherlands-MFA,"Netherlands, Ministry of Foreign Affairs","Netherlands, MFA",2.57141931,project-budget-document,Project budget document,activity,Finance and budgets,activity-Finance and budgets,12,0.033333335,iati,iati,33.33,77.14257545,53.89000671,monthly,0.813,0.813,43.81257545,,,,,,0
XM-DAC-7-project-procurement-contracts,XM-DAC-7,Netherlands-MFA,"Netherlands, Ministry of Foreign Affairs","Netherlands, MFA",0,project-procurement-contracts,Project procurement - Contracts,activity,Joining-up development data,activity-Joining-up development data,31.1,0.02,manual,document,0,0,0,monthly,0.813,1,0,sometimes,0,,document,50,0
XM-DAC-7-project-procurement-tenders,XM-DAC-7,Netherlands-MFA,"Netherlands, Ministry of Foreign Affairs","Netherlands, MFA",0.5,project-procurement-tenders,Project procurement - Tenders,activity,Joining-up development data,activity-Joining-up development data,31.2,0.01,manual,document,50,50,0,monthly,0.813,1,0,always,1,,document,50,50
XM-DAC-7-foia,XM-DAC-7,Netherlands-MFA,"Netherlands, Ministry of Foreign Affairs","Netherlands, MFA",1.249875,foia,Quality of FOI legislation,commitment,Organisational planning and commitments,commitment-Organisational planning and commitments,1,0.01875,manual,not-applicable,66.66,66.66,0,monthly,0.813,1,0,,0,66.66,,0,66.66
XM-DAC-7-results,XM-DAC-7,Netherlands-MFA,"Netherlands, Ministry of Foreign Affairs","Netherlands, MFA",1.6665,results,Results,activity,Performance,activity-Performance,35,0.05,manual,website,33.33,33.33,0,monthly,0.813,1,0,always,1,,website,33.33,33.33
XM-DAC-7-reviews-and-evaluations,XM-DAC-7,Netherlands-MFA,"Netherlands, Ministry of Foreign Affairs","Netherlands, MFA",0,reviews-and-evaluations,Reviews and evaluations,activity,Performance,activity-Performance,34,0.05,manual,document,0,0,0,monthly,0.813,1,0,sometimes,0,,document,50,0
XM-DAC-7-sector,XM-DAC-7,Netherlands-MFA,"Netherlands, Ministry of Foreign Affairs","Netherlands, MFA",2.18825,sector,Sectors,activity,Project attributes,activity-Project attributes,22,0.025,iati,iati,33.33,87.53,66.66666667,monthly,0.813,0.813,54.2,,,,,,0
XM-DAC-7-country-strategy-or-mou,XM-DAC-7,Netherlands-MFA,"Netherlands, Ministry of Foreign Affairs","Netherlands, MFA",0,country-strategy-or-mou,Strategy (country/sector) or Memorandum of Understanding,,Organisational planning and commitments,#NAME?,7,0.01875,manual,document,0,0,0,monthly,0.813,1,0,not published,0,,document,50,0
XM-DAC-7-tied-aid-status,XM-DAC-7,Netherlands-MFA,"Netherlands, Ministry of Foreign Affairs","Netherlands, MFA",2.52636563,tied-aid-status,Tied aid status,activity,Joining-up development data,activity-Joining-up development data,29,0.03,iati,iati,33.33,84.21218766,62.58571668,monthly,0.813,0.813,50.88218766,,,,,,0
XM-DAC-7-title,XM-DAC-7,Netherlands-MFA,"Netherlands, Ministry of Foreign Affairs","Netherlands, MFA",0.5,title,Title,activity,Project attributes,activity-Project attributes,16,0.01,manual,machine-readable,50,50,0,monthly,0.813,1,0,always,1,,machine-readable,50,50
XM-DAC-7-total-organisation-budget,XM-DAC-7,Netherlands-MFA,"Netherlands, Ministry of Foreign Affairs","Netherlands, MFA",3.240601956,total-organisation-budget,Total organisation budget,,Finance and budgets,#NAME?,9,0.041666668,iati,iati,33.33,77.77444444,44.44444444,monthly,0.813,1,44.44444444,,,,,,0
XM-DAC-7-unique-id,XM-DAC-7,Netherlands-MFA,"Netherlands, Ministry of Foreign Affairs","Netherlands, MFA",2.18825,unique-id,Unique ID,activity,Project attributes,activity-Project attributes,25,0.025,iati,iati,33.33,87.53,66.66666667,monthly,0.813,0.813,54.2,,,,,,0
XM-DAC-7-disaggregated-budgets,XM-DAC-7,Netherlands-MFA,"Netherlands, Ministry of Foreign Affairs","Netherlands, MFA",0.231458341,disaggregated-budgets,Disaggregated budget,,Finance and budgets,#NAME?,10,0.041666668,manual,pdf,5.555,5.555,0,monthly,0.813,1,0,,0,1,pdf,16.665,5.555
NZ-1-disaggregated-budgets,NZ-1,New Zealand-MFAT,"New Zealand, Ministry of Foreign Affairs and Trade","New Zealand, MFAT",1.935888109,disaggregated-budgets,Disaggregated budget,,Finance and budgets,#NAME?,10,0.041666668,iati,iati,33.33,46.46131313,13.13131313,monthly,1,1,13.13131313,,,,,,0
NZ-1-budget-alignment,NZ-1,New Zealand-MFAT,"New Zealand, Ministry of Foreign Affairs and Trade","New Zealand, MFAT",2.198855407,budget-alignment,Budget Alignment,activity,Finance and budgets,activity-Finance and budgets,15,0.033333335,iati,iati,33.33,65.96565891,32.63565891,monthly,1,1,32.63565891,,,,,,0
NZ-1-accessibility,NZ-1,New Zealand-MFAT,"New Zealand, Ministry of Foreign Affairs and Trade","New Zealand, MFAT",1.875,accessibility,Accessibility,commitment,Organisational planning and commitments,commitment-Organisational planning and commitments,2,0.01875,manual,not-applicable,100,100,0,monthly,1,1,0,,0,100,,0,100
NZ-1-actual-dates,NZ-1,New Zealand-MFAT,"New Zealand, Ministry of Foreign Affairs and Trade","New Zealand, MFAT",0.89779553,actual-dates,Actual dates,activity,Project attributes,activity-Project attributes,19,0.01,iati,iati,33.33,89.779553,56.449553,monthly,1,1,56.449553,,,,,,0
NZ-1-aid-type,NZ-1,New Zealand-MFAT,"New Zealand, Ministry of Foreign Affairs and Trade","New Zealand, MFAT",2.991270011,aid-type,Aid type,activity,Joining-up development data,activity-Joining-up development data,27,0.03,iati,iati,33.33,99.70900036,66.37900036,monthly,1,1,66.37900036,,,,,,0
NZ-1-allocation-policy,NZ-1,New Zealand-MFAT,"New Zealand, Ministry of Foreign Affairs and Trade","New Zealand, MFAT",1.8749375,allocation-policy,Allocation policy,,Organisational planning and commitments,#NAME?,5,0.01875,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
NZ-1-annual-report,NZ-1,New Zealand-MFAT,"New Zealand, Ministry of Foreign Affairs and Trade","New Zealand, MFAT",1.8749375,annual-report,Annual report,,Organisational planning and commitments,#NAME?,4,0.01875,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
NZ-1-audit,NZ-1,New Zealand-MFAT,"New Zealand, Ministry of Foreign Affairs and Trade","New Zealand, MFAT",0.9375,audit,Audit,,Organisational planning and commitments,#NAME?,8,0.01875,manual,document,50,50,0,monthly,1,1,0,always,1,,document,50,50
NZ-1-commitments,NZ-1,New Zealand-MFAT,"New Zealand, Ministry of Foreign Affairs and Trade","New Zealand, MFAT",1.978793459,commitments,Commitments,activity,Finance and budgets,activity-Finance and budgets,13,0.033333335,iati,iati,33.33,59.36380079,26.03380079,monthly,1,1,26.03380079,,,,,,0
NZ-1-conditions,NZ-1,New Zealand-MFAT,"New Zealand, Ministry of Foreign Affairs and Trade","New Zealand, MFAT",0,conditions,Conditions,activity,Project attributes,activity-Project attributes,24,0.035,manual,document,0,0,0,monthly,1,1,0,not published,0,,document,50,0
NZ-1-contact-details,NZ-1,New Zealand-MFAT,"New Zealand, Ministry of Foreign Affairs and Trade","New Zealand, MFAT",0.999966667,contact-details,Contact details,activity,Project attributes,activity-Project attributes,21,0.01,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
NZ-1-current-status,NZ-1,New Zealand-MFAT,"New Zealand, Ministry of Foreign Affairs and Trade","New Zealand, MFAT",0.999966667,current-status,Current status,activity,Project attributes,activity-Project attributes,20,0.01,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
NZ-1-description,NZ-1,New Zealand-MFAT,"New Zealand, Ministry of Foreign Affairs and Trade","New Zealand, MFAT",2.982173201,description,Description,activity,Project attributes,activity-Project attributes,17,0.03,iati,iati,33.33,99.40577338,66.07577338,monthly,1,1,66.07577338,,,,,,0
NZ-1-disbursements-and-expenditures,NZ-1,New Zealand-MFAT,"New Zealand, Ministry of Foreign Affairs and Trade","New Zealand, MFAT",3.33082517,disbursements-and-expenditures,Disbursements and expenditures,activity,Finance and budgets,activity-Finance and budgets,14,0.033333335,iati,iati,33.33,99.92475009,66.59475009,monthly,1,1,66.59475009,,,,,,0
NZ-1-finance-type,NZ-1,New Zealand-MFAT,"New Zealand, Ministry of Foreign Affairs and Trade","New Zealand, MFAT",2.9999,finance-type,Finance type,activity,Joining-up development data,activity-Joining-up development data,28,0.03,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
NZ-1-flow-type,NZ-1,New Zealand-MFAT,"New Zealand, Ministry of Foreign Affairs and Trade","New Zealand, MFAT",2.9999,flow-type,Flow type,activity,Joining-up development data,activity-Joining-up development data,26,0.03,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
NZ-1-location,NZ-1,New Zealand-MFAT,"New Zealand, Ministry of Foreign Affairs and Trade","New Zealand, MFAT",1.229924486,location,Location,activity,Project attributes,activity-Project attributes,23.1,0.035,iati,iati,33.33,35.14069959,1.810699588,monthly,1,1,1.810699588,,,,,,0
NZ-1-location-with-activity-scope-exclusion-,NZ-1,New Zealand-MFAT,"New Zealand, Ministry of Foreign Affairs and Trade","New Zealand, MFAT",0,location-with-activity-scope-exclusion-,Location (with activity-scope exclusion),activity,Project attributes,activity-Project attributes,23.2,0.035,iati,iati,,0,0,monthly,1,1,0,,,,,,0
NZ-1-networked-data-implementors,NZ-1,New Zealand-MFAT,"New Zealand, Ministry of Foreign Affairs and Trade","New Zealand, MFAT",1.263507587,networked-data-implementors,Networked Data - Implementors,activity,Joining-up development data,activity-Joining-up development data,30.1,0.02,iati,iati,33.33,63.17537936,29.84537936,monthly,1,1,29.84537936,,,,,,0
NZ-1-networked-data-participating-orgs,NZ-1,New Zealand-MFAT,"New Zealand, Ministry of Foreign Affairs and Trade","New Zealand, MFAT",0,networked-data-participating-orgs,Networked Data - Participating Orgs,activity,Joining-up development data,activity-Joining-up development data,30.2,0.02,manual,website,0,0,0,monthly,1,1,0,sometimes,0,,website,33.33,0
NZ-1-networked-data-transactions-with-valid-receiver,NZ-1,New Zealand-MFAT,"New Zealand, Ministry of Foreign Affairs and Trade","New Zealand, MFAT",0,networked-data-transactions-with-valid-receiver,Networked Data - Transactions with valid receiver,activity,Joining-up development data,activity-Joining-up development data,30.3,0.01,manual,website,0,0,0,monthly,1,1,0,not published,0,,website,33.33,0
NZ-1-objectives,NZ-1,New Zealand-MFAT,"New Zealand, Ministry of Foreign Affairs and Trade","New Zealand, MFAT",2.921958515,objectives,Objectives,activity,Performance,activity-Performance,32,0.05,iati,iati,33.33,58.43917031,25.10917031,monthly,1,1,25.10917031,,,,,,0
NZ-1-organisation-strategy,NZ-1,New Zealand-MFAT,"New Zealand, Ministry of Foreign Affairs and Trade","New Zealand, MFAT",1.8749375,organisation-strategy,Organisation strategy,,Organisational planning and commitments,#NAME?,3,0.01875,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
NZ-1-planned-dates,NZ-1,New Zealand-MFAT,"New Zealand, Ministry of Foreign Affairs and Trade","New Zealand, MFAT",0.999619082,planned-dates,Planned dates,activity,Project attributes,activity-Project attributes,18,0.01,iati,iati,33.33,99.96190824,66.63190824,monthly,1,1,66.63190824,,,,,,0
NZ-1-impact-appraisals,NZ-1,New Zealand-MFAT,"New Zealand, Ministry of Foreign Affairs and Trade","New Zealand, MFAT",0,impact-appraisals,Pre-project impact appraisals,activity,Performance,activity-Performance,33,0.05,manual,document,0,0,0,monthly,1,1,0,not published,0,,document,50,0
NZ-1-procurement-policy,NZ-1,New Zealand-MFAT,"New Zealand, Ministry of Foreign Affairs and Trade","New Zealand, MFAT",1.8749375,procurement-policy,Procurement policy,,Organisational planning and commitments,#NAME?,6,0.01875,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
NZ-1-project-budget,NZ-1,New Zealand-MFAT,"New Zealand, Ministry of Foreign Affairs and Trade","New Zealand, MFAT",2.262202862,project-budget,Project budget,activity,Finance and budgets,activity-Finance and budgets,11,0.033333335,iati,iati,33.33,67.86608247,34.53608247,monthly,1,1,34.53608247,,,,,,0
NZ-1-project-budget-document,NZ-1,New Zealand-MFAT,"New Zealand, Ministry of Foreign Affairs and Trade","New Zealand, MFAT",0,project-budget-document,Project budget document,activity,Finance and budgets,activity-Finance and budgets,12,0.033333335,manual,document,0,0,0,monthly,1,1,0,not published,0,,document,50,0
NZ-1-project-procurement-contracts,NZ-1,New Zealand-MFAT,"New Zealand, Ministry of Foreign Affairs and Trade","New Zealand, MFAT",0,project-procurement-contracts,Project procurement - Contracts,activity,Joining-up development data,activity-Joining-up development data,31.1,0.02,manual,document,0,0,0,monthly,1,1,0,sometimes,0,,document,50,0
NZ-1-project-procurement-tenders,NZ-1,New Zealand-MFAT,"New Zealand, Ministry of Foreign Affairs and Trade","New Zealand, MFAT",0.5,project-procurement-tenders,Project procurement - Tenders,activity,Joining-up development data,activity-Joining-up development data,31.2,0.01,manual,document,50,50,0,monthly,1,1,0,always,1,,document,50,50
NZ-1-foia,NZ-1,New Zealand-MFAT,"New Zealand, Ministry of Foreign Affairs and Trade","New Zealand, MFAT",1.875,foia,Quality of FOI legislation,commitment,Organisational planning and commitments,commitment-Organisational planning and commitments,1,0.01875,manual,not-applicable,100,100,0,monthly,1,1,0,,0,100,,0,100
NZ-1-results,NZ-1,New Zealand-MFAT,"New Zealand, Ministry of Foreign Affairs and Trade","New Zealand, MFAT",0,results,Results,activity,Performance,activity-Performance,35,0.05,manual,website,0,0,0,monthly,1,1,0,sometimes,0,,website,33.33,0
NZ-1-reviews-and-evaluations,NZ-1,New Zealand-MFAT,"New Zealand, Ministry of Foreign Affairs and Trade","New Zealand, MFAT",1.75659009,reviews-and-evaluations,Reviews and evaluations,activity,Performance,activity-Performance,34,0.05,iati,iati,33.33,35.1318018,1.801801802,monthly,1,1,1.801801802,,,,,,0
NZ-1-sector,NZ-1,New Zealand-MFAT,"New Zealand, Ministry of Foreign Affairs and Trade","New Zealand, MFAT",2.499916667,sector,Sectors,activity,Project attributes,activity-Project attributes,22,0.025,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
NZ-1-country-strategy-or-mou,NZ-1,New Zealand-MFAT,"New Zealand, Ministry of Foreign Affairs and Trade","New Zealand, MFAT",1.647664773,country-strategy-or-mou,Strategy (country/sector) or Memorandum of Understanding,,Organisational planning and commitments,#NAME?,7,0.01875,iati,iati,33.33,87.87545455,54.54545455,monthly,1,1,54.54545455,,,,,,0
NZ-1-tied-aid-status,NZ-1,New Zealand-MFAT,"New Zealand, Ministry of Foreign Affairs and Trade","New Zealand, MFAT",2.989112513,tied-aid-status,Tied aid status,activity,Joining-up development data,activity-Joining-up development data,29,0.03,iati,iati,33.33,99.63708378,66.30708378,monthly,1,1,66.30708378,,,,,,0
NZ-1-title,NZ-1,New Zealand-MFAT,"New Zealand, Ministry of Foreign Affairs and Trade","New Zealand, MFAT",0.999966667,title,Title,activity,Project attributes,activity-Project attributes,16,0.01,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
NZ-1-total-organisation-budget,NZ-1,New Zealand-MFAT,"New Zealand, Ministry of Foreign Affairs and Trade","New Zealand, MFAT",2.314676,total-organisation-budget,Total organisation budget,,Finance and budgets,#NAME?,9,0.041666668,iati,iati,33.33,55.55222222,22.22222222,monthly,1,1,22.22222222,,,,,,0
NZ-1-unique-id,NZ-1,New Zealand-MFAT,"New Zealand, Ministry of Foreign Affairs and Trade","New Zealand, MFAT",2.499916667,unique-id,Unique ID,activity,Project attributes,activity-Project attributes,25,0.025,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
NO-BRC-971277882-budget-alignment,NO-BRC-971277882,Norway-MFA,"Norway, Ministry of Foreign Affairs","Norway, MFA",2.035000251,budget-alignment,Budget Alignment,activity,Finance and budgets,activity-Finance and budgets,15,0.033333335,iati,iati,33.33,61.05000447,29.9675724,quarterly,0.925,0.925,27.72000447,,,,,,0
NO-BRC-971277882-accessibility,NO-BRC-971277882,Norway-MFA,"Norway, Ministry of Foreign Affairs","Norway, MFA",1.875,accessibility,Accessibility,commitment,Organisational planning and commitments,commitment-Organisational planning and commitments,2,0.01875,manual,not-applicable,100,100,0,quarterly,0.925,1,0,,0,100,,0,100
NO-BRC-971277882-actual-dates,NO-BRC-971277882,Norway-MFA,"Norway, Ministry of Foreign Affairs","Norway, MFA",0.725558383,actual-dates,Actual dates,activity,Project attributes,activity-Project attributes,19,0.01,iati,iati,33.33,72.55583826,42.40631164,quarterly,0.925,0.925,39.22583826,,,,,,0
NO-BRC-971277882-aid-type,NO-BRC-971277882,Norway-MFA,"Norway, Ministry of Foreign Affairs","Norway, MFA",2.8499,aid-type,Aid type,activity,Joining-up development data,activity-Joining-up development data,27,0.03,iati,iati,33.33,94.99666667,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0
NO-BRC-971277882-allocation-policy,NO-BRC-971277882,Norway-MFA,"Norway, Ministry of Foreign Affairs","Norway, MFA",0.9375,allocation-policy,Allocation policy,,Organisational planning and commitments,#NAME?,5,0.01875,manual,document,50,50,0,quarterly,0.925,1,0,always,1,,document,50,50
NO-BRC-971277882-annual-report,NO-BRC-971277882,Norway-MFA,"Norway, Ministry of Foreign Affairs","Norway, MFA",1.8749375,annual-report,Annual report,,Organisational planning and commitments,#NAME?,4,0.01875,iati,iati,33.33,99.99666667,66.66666667,quarterly,0.925,1,66.66666667,,,,,,0
NO-BRC-971277882-audit,NO-BRC-971277882,Norway-MFA,"Norway, Ministry of Foreign Affairs","Norway, MFA",1.8749375,audit,Audit,,Organisational planning and commitments,#NAME?,8,0.01875,iati,iati,33.33,99.99666667,66.66666667,quarterly,0.925,1,66.66666667,,,,,,0
