id,organisation_name,organisation_code,indicator_total_weighted_points,indicator_id,indicator_name,indicator_subcategory_name,indicator_order,indicator_weight,iati_manual,publication_format,publication_format_points,total_points,iati_data_quality_passed,iati_data_quality_points,iati_data_quality_frequency,iati_data_quality_frequency_value,iati_data_quality_frequency_multiplier,iati_data_quality_total_points,survey_publication_status,survey_publication_status_value,survey_ordinal_value,survey_publication_format,survey_publication_format_value,survey_total_points,survey_source
XM-DAC-46012-title,IDB Invest,XM-DAC-46012,0.724319725,title,Title,Project attributes,16,0.01,iati,iati,33.333333,72.43197246,93.83673469,62.55782313,less than quarterly,0.625,0.625,39.09863946,,,,,,0,
XM-DAC-46012-planned-dates,IDB Invest,XM-DAC-46012,0.479421765,planned-dates,Planned dates,Project attributes,18,0.01,iati,iati,33.333333,47.94217654,35.06122449,23.37414966,less than quarterly,0.625,0.625,14.60884354,,,,,,0,
XM-DAC-46012-actual-dates,IDB Invest,XM-DAC-46012,0.749999997,actual-dates,Actual dates,Project attributes,19,0.01,iati,iati,33.333333,74.99999967,100,66.66666667,less than quarterly,0.625,0.625,41.66666667,,,,,,0,
XM-DAC-46012-current-status,IDB Invest,XM-DAC-46012,0.749999997,current-status,Current status,Project attributes,20,0.01,iati,iati,33.333333,74.99999967,100,66.66666667,less than quarterly,0.625,0.625,41.66666667,,,,,,0,
XM-DAC-46012-contact-details,IDB Invest,XM-DAC-46012,0.649829929,contact-details,Contact details,Project attributes,21,0.01,iati,iati,33.333333,64.98299286,75.95918367,50.63945578,less than quarterly,0.625,0.625,31.64965986,,,,,,0,
XM-DAC-46012-sector,IDB Invest,XM-DAC-46012,1.354166658,sector,Sectors,Project attributes,22,0.025,iati,iati,33.333333,54.16666633,50,33.33333333,less than quarterly,0.625,0.625,20.83333333,,,,,,0,
XM-DAC-46012-unique-id,IDB Invest,XM-DAC-46012,1.874999992,unique-id,Unique ID,Project attributes,25,0.025,iati,iati,33.333333,74.99999967,100,66.66666667,less than quarterly,0.625,0.625,41.66666667,,,,,,0,
XM-DAC-46012-flow-type,IDB Invest,XM-DAC-46012,1.949489786,flow-type,Flow type,Joining-up development data,26,0.03,iati,iati,33.333333,64.98299286,75.95918367,50.63945578,less than quarterly,0.625,0.625,31.64965986,,,,,,0,
XM-DAC-46012-aid-type,IDB Invest,XM-DAC-46012,1.949489786,aid-type,Aid type,Joining-up development data,27,0.03,iati,iati,33.333333,64.98299286,75.95918367,50.63945578,less than quarterly,0.625,0.625,31.64965986,,,,,,0,
XM-DAC-46012-tied-aid-status,IDB Invest,XM-DAC-46012,1.949489786,tied-aid-status,Tied aid status,Joining-up development data,29,0.03,iati,iati,33.333333,64.98299286,75.95918367,50.63945578,less than quarterly,0.625,0.625,31.64965986,,,,,,0,
XM-DAC-46012-total-organisation-budget,IDB Invest,XM-DAC-46012,0,total-organisation-budget,Total organisation budget,Finance and budgets,9,0.041666668,manual,website,0,0,0,0,less than quarterly,0.625,1,0,,0,0,website,33.33,0,
XM-DAC-46012-project-budget-document,IDB Invest,XM-DAC-46012,0,project-budget-document,Project budget document,Finance and budgets,12,0.033333335,manual,document,0,0,0,0,less than quarterly,0.625,1,0,not published,0,,document,50,0,
XM-DAC-46012-commitments,IDB Invest,XM-DAC-46012,1.111000056,commitments,Commitments,Finance and budgets,13,0.033333335,manual,website,33.33,33.33,0,0,less than quarterly,0.625,1,0,always,1,,website,33.33,33.33,
XM-DAC-46012-disbursements-and-expenditures,IDB Invest,XM-DAC-46012,0,disbursements-and-expenditures,Disbursements and expenditures,Finance and budgets,14,0.033333335,manual,website,0,0,0,0,less than quarterly,0.625,1,0,not published,0,,website,33.33,0,
XM-DAC-46012-budget-alignment,IDB Invest,XM-DAC-46012,0,budget-alignment,Budget Alignment,Finance and budgets,15,0.033333335,manual,website,0,0,0,0,less than quarterly,0.625,1,0,not published,0,,website,33.33,0,
XM-DAC-46012-description,IDB Invest,XM-DAC-46012,0.9999,description,Description,Project attributes,17,0.03,manual,website,33.33,33.33,0,0,less than quarterly,0.625,1,0,always,1,,website,33.33,33.33,
XM-DAC-46012-sub-national-location,IDB Invest,XM-DAC-46012,0,sub-national-location,Sub-national location,Project attributes,23,0.035,manual,website,0,0,0,0,less than quarterly,0.625,1,0,sometimes,0,,website,33.33,0,
XM-DAC-46012-conditions,IDB Invest,XM-DAC-46012,0,conditions,Conditions,Project attributes,24,0.035,manual,document,0,0,0,0,less than quarterly,0.625,1,0,not published,0,,document,50,0,
XM-DAC-46012-finance-type,IDB Invest,XM-DAC-46012,0.9999,finance-type,Finance type,Joining-up development data,28,0.03,manual,website,33.33,33.33,0,0,less than quarterly,0.625,1,0,always,1,,website,33.33,33.33,
XM-DAC-46012-networked-data-implementors,IDB Invest,XM-DAC-46012,1.6665,networked-data-implementors,Networked Data - Implementors,Joining-up development data,30,0.05,manual,website,33.33,33.33,0,0,less than quarterly,0.625,1,0,always,1,,website,33.33,33.33,
XM-DAC-46012-project-procurement-contracts,IDB Invest,XM-DAC-46012,0,project-procurement-contracts,Project procurement - Contracts,Joining-up development data,32,0.02,manual,document,0,0,0,0,less than quarterly,0.625,1,0,not published,0,,document,50,0,https://data.theglobalfund.org/location/ETH/budgets/flow
XM-DAC-46012-project-procurement-tenders,IDB Invest,XM-DAC-46012,0,project-procurement-tenders,Project procurement - Tenders,Joining-up development data,33,0.01,manual,document,0,0,0,0,less than quarterly,0.625,1,0,sometimes,0,,document,50,0,
XM-DAC-46012-objectives,IDB Invest,XM-DAC-46012,2.5,objectives,Objectives,Performance,34,0.05,manual,document,50,50,0,0,less than quarterly,0.625,1,0,always,1,,document,50,50,
XM-DAC-46012-impact-appraisals,IDB Invest,XM-DAC-46012,2.5,impact-appraisals,Pre-project impact appraisals,Performance,35,0.05,manual,document,50,50,0,0,less than quarterly,0.625,1,0,always,1,,document,50,50,
XM-DAC-46012-results,IDB Invest,XM-DAC-46012,0,results,Results,Performance,37,0.05,manual,website,0,0,0,0,less than quarterly,0.625,1,0,not published,0,,website,33.33,0,https://data.theglobalfund.org/documents
XM-DAC-46012-disaggregated-budgets,IDB Invest,XM-DAC-46012,0,disaggregated-budgets,Disaggregated budget,Finance and budgets,10,0.041666668,manual,website,0,0,0,0,less than quarterly,0.625,1,0,,0,0,website,33.33,0,
XM-DAC-46012-project-budget,IDB Invest,XM-DAC-46012,0,project-budget,Project budget,Finance and budgets,11,0.033333335,manual,website,0,0,0,0,less than quarterly,0.625,1,0,not published,0,,website,33.33,0,
XM-DAC-46012-networked-data-participating-orgs,IDB Invest,XM-DAC-46012,0,networked-data-participating-orgs,Networked Data - Participating Orgs,Joining-up development data,31,,manual,website,0,0,0,0,less than quarterly,0.625,1,0,not published,0,,website,33.33,0,
XM-DAC-46012-reviews-and-evaluations,IDB Invest,XM-DAC-46012,0,reviews-and-evaluations,Reviews and evaluations,Performance,36,0.05,manual,document,0,0,0,0,less than quarterly,0.625,1,0,not published,0,,document,50,0,https://www.theglobalfund.org/en/business-opportunities/solicitations/
XM-DAC-46012-foia,IDB Invest,XM-DAC-46012,0.6249375,foia,Quality of FOI legislation,Organisational planning and commitments,1,0.01875,manual,not-applicable,33.33,33.33,0,0,less than quarterly,0.625,1,0,,0,33.33,,0,33.33,
XM-DAC-46012-accessibility,IDB Invest,XM-DAC-46012,0.6249375,accessibility,Accessibility,Organisational planning and commitments,2,0.01875,manual,not-applicable,33.33,33.33,0,0,less than quarterly,0.625,1,0,,0,33.33,,0,33.33,"	https://data.theglobalfund.org/"
XM-DAC-21-1-organisation-strategy,"Ireland, Irish Aid",XM-DAC-21-1,1.874999994,organisation-strategy,Organisation strategy,Organisational planning and commitments,3,0.01875,iati,iati,33.333333,99.99999967,100,66.66666667,quarterly,0.925,1,66.66666667,,,,,,0,
XM-DAC-21-1-annual-report,"Ireland, Irish Aid",XM-DAC-21-1,1.874999994,annual-report,Annual report,Organisational planning and commitments,4,0.01875,iati,iati,33.333333,99.99999967,100,66.66666667,quarterly,0.925,1,66.66666667,,,,,,0,
XM-DAC-21-1-allocation-policy,"Ireland, Irish Aid",XM-DAC-21-1,1.874999994,allocation-policy,Allocation policy,Organisational planning and commitments,5,0.01875,iati,iati,33.333333,99.99999967,100,66.66666667,quarterly,0.925,1,66.66666667,,,,,,0,
XM-DAC-21-1-country-strategy-or-mou,"Ireland, Irish Aid",XM-DAC-21-1,1.105749994,country-strategy-or-mou,Strategy (country/sector) or Memorandum of Understanding,Organisational planning and commitments,7,0.01875,iati,iati,33.333333,58.973333,38.46,25.64,quarterly,0.925,1,25.64,,,,,,0,
XM-DAC-21-1-total-organisation-budget,"Ireland, Irish Aid",XM-DAC-21-1,2.314814875,total-organisation-budget,Total organisation budget,Finance and budgets,9,0.041666668,iati,iati,33.333333,55.55555522,33.33333333,22.22222222,quarterly,0.925,1,22.22222222,,,,,,0,
XM-DAC-21-1-disaggregated-budgets,"Ireland, Irish Aid",XM-DAC-21-1,3.38305565,disaggregated-budgets,Disaggregated budget,Finance and budgets,10,0.041666668,iati,iati,33.333333,81.193333,71.79,47.86,quarterly,0.925,1,47.86,,,,,,0,
XM-DAC-21-1-disbursements-and-expenditures,"Ireland, Irish Aid",XM-DAC-21-1,1.140294509,disbursements-and-expenditures,Disbursements and expenditures,Finance and budgets,14,0.033333335,iati,iati,33.333333,34.20883355,1.419730615,0.946487077,quarterly,0.925,0.925,0.875500546,,,,,,0,
XM-DAC-21-1-budget-alignment,"Ireland, Irish Aid",XM-DAC-21-1,1.112039591,budget-alignment,Budget Alignment,Finance and budgets,15,0.033333335,iati,iati,33.333333,33.36118606,0.045167118,0.030111412,quarterly,0.925,0.925,0.027853056,,,,,,0,
XM-DAC-21-1-title,"Ireland, Irish Aid",XM-DAC-21-1,0.948332829,title,Title,Project attributes,16,0.01,iati,iati,33.333333,94.83328293,99.72964854,66.48643236,quarterly,0.925,0.925,61.49994993,,,,,,0,
XM-DAC-21-1-description,"Ireland, Irish Aid",XM-DAC-21-1,1.096139972,description,Description,Project attributes,17,0.03,iati,iati,33.333333,36.53799907,5.196755783,3.464503855,quarterly,0.925,0.925,3.204666066,,,,,,0,
XM-DAC-21-1-planned-dates,"Ireland, Irish Aid",XM-DAC-21-1,0.658894059,planned-dates,Planned dates,Project attributes,18,0.01,iati,iati,33.333333,65.88940589,52.79363172,35.19575448,quarterly,0.925,0.925,32.55607289,,,,,,0,
XM-DAC-21-1-actual-dates,"Ireland, Irish Aid",XM-DAC-21-1,0.936384797,actual-dates,Actual dates,Project attributes,19,0.01,iati,iati,33.333333,93.63847969,97.79212977,65.19475318,quarterly,0.925,0.925,60.30514669,,,,,,0,
XM-DAC-21-1-current-status,"Ireland, Irish Aid",XM-DAC-21-1,0.949999997,current-status,Current status,Project attributes,20,0.01,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,
XM-DAC-21-1-contact-details,"Ireland, Irish Aid",XM-DAC-21-1,0.753274253,contact-details,Contact details,Project attributes,21,0.01,iati,iati,33.333333,75.32742532,68.09852809,45.39901872,quarterly,0.925,0.925,41.99409232,,,,,,0,
XM-DAC-21-1-sector,"Ireland, Irish Aid",XM-DAC-21-1,1.647235147,sector,Sectors,Project attributes,22,0.025,iati,iati,33.333333,65.88940589,52.79363172,35.19575448,quarterly,0.925,0.925,32.55607289,,,,,,0,
XM-DAC-21-1-unique-id,"Ireland, Irish Aid",XM-DAC-21-1,2.374999992,unique-id,Unique ID,Project attributes,25,0.025,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,
XM-DAC-21-1-flow-type,"Ireland, Irish Aid",XM-DAC-21-1,2.84999999,flow-type,Flow type,Joining-up development data,26,0.03,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,
XM-DAC-21-1-aid-type,"Ireland, Irish Aid",XM-DAC-21-1,2.84999999,aid-type,Aid type,Joining-up development data,27,0.03,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,
XM-DAC-21-1-finance-type,"Ireland, Irish Aid",XM-DAC-21-1,2.84999999,finance-type,Finance type,Joining-up development data,28,0.03,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,
XM-DAC-21-1-tied-aid-status,"Ireland, Irish Aid",XM-DAC-21-1,2.84326537,tied-aid-status,Tied aid status,Joining-up development data,29,0.03,iati,iati,33.333333,94.77551235,99.63596651,66.42397767,quarterly,0.925,0.925,61.44217935,,,,,,0,
XM-DAC-21-1-networked-data-implementors,"Ireland, Irish Aid",XM-DAC-21-1,2.783218312,networked-data-implementors,Networked Data - Implementors,Joining-up development data,30,0.033333335,iati,iati,33.333333,83.49654518,81.34574947,54.23049965,quarterly,0.925,0.925,50.16321218,,,,,,0,
XM-DAC-21-1-networked-data-participating-orgs,"Ireland, Irish Aid",XM-DAC-21-1,0.56770068,networked-data-participating-orgs,Networked Data - Participating Orgs,Joining-up development data,31,0.016666668,iati,iati,33.333333,34.06203807,1.1816839,0.787789266,quarterly,0.925,0.925,0.728705071,,,,,,0,
XM-DAC-21-1-objectives,"Ireland, Irish Aid",XM-DAC-21-1,2.444110904,objectives,Objectives,Performance,34,0.05,iati,iati,33.333333,48.88221808,25.21440823,16.80960549,quarterly,0.925,0.925,15.54888508,,,,,,0,
XM-DAC-21-1-procurement-policy,"Ireland, Irish Aid",XM-DAC-21-1,0.9375,procurement-policy,Procurement policy,Organisational planning and commitments,6,0.01875,manual,document,50,50,0,0,quarterly,0.925,1,0,always,1,,document,50,50,
XM-DAC-21-1-audit,"Ireland, Irish Aid",XM-DAC-21-1,0.9375,audit,Audit,Organisational planning and commitments,8,0.01875,manual,document,50,50,0,0,quarterly,0.925,1,0,always,1,,document,50,50,
XM-DAC-21-1-project-budget-document,"Ireland, Irish Aid",XM-DAC-21-1,0,project-budget-document,Project budget document,Finance and budgets,12,0.033333335,manual,document,0,0,0,0,quarterly,0.925,1,0,not published,0,,document,50,0,
XM-DAC-21-1-commitments,"Ireland, Irish Aid",XM-DAC-21-1,0,commitments,Commitments,Finance and budgets,13,0.033333335,manual,website,0,0,0,0,quarterly,0.925,1,0,not published,0,,website,33.33,0,
XM-DAC-21-1-sub-national-location,"Ireland, Irish Aid",XM-DAC-21-1,0,sub-national-location,Sub-national location,Project attributes,23,0.035,manual,website,0,0,0,0,quarterly,0.925,1,0,not published,0,,website,33.33,0,
XM-DAC-21-1-conditions,"Ireland, Irish Aid",XM-DAC-21-1,0,conditions,Conditions,Project attributes,24,0.035,manual,document,0,0,0,0,quarterly,0.925,1,0,not published,0,,document,50,0,
XM-DAC-21-1-project-procurement-contracts,"Ireland, Irish Aid",XM-DAC-21-1,0,project-procurement-contracts,Project procurement - Contracts,Joining-up development data,32,0.02,manual,document,0,0,0,0,quarterly,0.925,1,0,sometimes,0,,document,50,0,
XM-DAC-21-1-project-procurement-tenders,"Ireland, Irish Aid",XM-DAC-21-1,0.5,project-procurement-tenders,Project procurement - Tenders,Joining-up development data,33,0.01,manual,document,50,50,0,0,quarterly,0.925,1,0,always,1,,document,50,50,
XM-DAC-21-1-impact-appraisals,"Ireland, Irish Aid",XM-DAC-21-1,0,impact-appraisals,Pre-project impact appraisals,Performance,35,0.05,manual,document,0,0,0,0,quarterly,0.925,1,0,not published,0,,document,50,0,
XM-DAC-21-1-reviews-and-evaluations,"Ireland, Irish Aid",XM-DAC-21-1,2.5,reviews-and-evaluations,Reviews and evaluations,Performance,36,0.05,manual,document,50,50,0,0,quarterly,0.925,1,0,always,1,,document,50,50,
XM-DAC-21-1-results,"Ireland, Irish Aid",XM-DAC-21-1,0,results,Results,Performance,37,0.05,manual,website,0,0,0,0,quarterly,0.925,1,0,sometimes,0,,website,33.33,0,
XM-DAC-21-1-project-budget,"Ireland, Irish Aid",XM-DAC-21-1,0,project-budget,Project budget,Finance and budgets,11,0.033333335,manual,website,0,0,0,0,quarterly,0.925,1,0,not published,0,,website,33.33,0,
XM-DAC-21-1-foia,"Ireland, Irish Aid",XM-DAC-21-1,1.875,foia,Quality of FOI legislation,Organisational planning and commitments,1,0.01875,manual,not-applicable,100,100,0,0,quarterly,0.925,1,0,,0,100,,0,100,
XM-DAC-21-1-accessibility,"Ireland, Irish Aid",XM-DAC-21-1,0,accessibility,Accessibility,Organisational planning and commitments,2,0.01875,manual,not-applicable,0,0,0,0,quarterly,0.925,1,0,,0,0,,0,0,https://maps.worldbank.org/locations
XM-DAC-6-4-aid-type,"Italy, AICS",XM-DAC-6-4,2.848820895,aid-type,Aid type,Joining-up development data,27,0.03,iati,iati,33.333333,94.9606965,99.93626514,66.62417676,quarterly,0.925,0.925,61.6273635,,,,,,0,
XM-DAC-6-4-organisation-strategy,"Italy, AICS",XM-DAC-6-4,1.874999994,organisation-strategy,Organisation strategy,Organisational planning and commitments,3,0.01875,iati,iati,33.333333,99.99999967,100,66.66666667,quarterly,0.925,1,66.66666667,,,,,,0,
XM-DAC-6-4-project-budget-document,"Italy, AICS",XM-DAC-6-4,1.205506104,project-budget-document,Project budget document,Finance and budgets,12,0.033333335,iati,iati,33.333333,36.1651813,4.592186429,3.061457619,quarterly,0.925,0.925,2.831848298,,,,,,0,
XM-DAC-6-4-commitments,"Italy, AICS",XM-DAC-6-4,3.165356708,commitments,Commitments,Finance and budgets,13,0.033333335,iati,iati,33.333333,94.9606965,99.93626514,66.62417676,quarterly,0.925,0.925,61.6273635,,,,,,0,
XM-DAC-6-4-project-procurement-contracts,"Italy, AICS",XM-DAC-6-4,0.683076557,project-procurement-contracts,Project procurement - Contracts,Joining-up development data,32,0.02,iati,iati,33.333333,34.15382786,1.330532213,0.887021475,quarterly,0.925,0.925,0.820494865,,,,,,0,
XM-DAC-6-4-current-status,"Italy, AICS",XM-DAC-6-4,0.949999997,current-status,Current status,Project attributes,20,0.01,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,
XM-DAC-6-4-tied-aid-status,"Italy, AICS",XM-DAC-6-4,2.568196293,tied-aid-status,Tied aid status,Joining-up development data,29,0.03,iati,iati,33.333333,85.60654311,84.76736775,56.5115785,quarterly,0.925,0.925,52.27321011,,,,,,0,
XM-DAC-6-4-objectives,"Italy, AICS",XM-DAC-6-4,2.153617815,objectives,Objectives,Performance,34,0.05,iati,iati,33.333333,43.0723563,15.79301075,10.52867384,quarterly,0.925,0.925,9.739023297,,,,,,0,
XM-DAC-6-4-finance-type,"Italy, AICS",XM-DAC-6-4,2.848820895,finance-type,Finance type,Joining-up development data,28,0.03,iati,iati,33.333333,94.9606965,99.93626514,66.62417676,quarterly,0.925,0.925,61.6273635,,,,,,0,
XM-DAC-6-4-budget-alignment,"Italy, AICS",XM-DAC-6-4,2.948289475,budget-alignment,Budget Alignment,Finance and budgets,15,0.033333335,iati,iati,33.333333,88.44867982,89.37623808,59.58415872,quarterly,0.925,0.925,55.11534682,,,,,,0,
XM-DAC-6-4-unique-id,"Italy, AICS",XM-DAC-6-4,2.374999992,unique-id,Unique ID,Project attributes,25,0.025,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,
XM-DAC-6-4-flow-type,"Italy, AICS",XM-DAC-6-4,2.848820895,flow-type,Flow type,Joining-up development data,26,0.03,iati,iati,33.333333,94.9606965,99.93626514,66.62417676,quarterly,0.925,0.925,61.6273635,,,,,,0,
XM-DAC-6-4-sector,"Italy, AICS",XM-DAC-6-4,2.374019911,sector,Sectors,Project attributes,22,0.025,iati,iati,33.333333,94.96079645,99.93642721,66.62428481,quarterly,0.925,0.925,61.62746345,,,,,,0,
XM-DAC-6-4-description,"Italy, AICS",XM-DAC-6-4,2.814717091,description,Description,Project attributes,17,0.03,iati,iati,33.333333,93.82390304,98.09281627,65.39521085,quarterly,0.925,0.925,60.49057004,,,,,,0,
XM-DAC-6-4-annual-report,"Italy, AICS",XM-DAC-6-4,1.874999994,annual-report,Annual report,Organisational planning and commitments,4,0.01875,iati,iati,33.333333,99.99999967,100,66.66666667,quarterly,0.925,1,66.66666667,,,,,,0,
XM-DAC-6-4-allocation-policy,"Italy, AICS",XM-DAC-6-4,1.874999994,allocation-policy,Allocation policy,Organisational planning and commitments,5,0.01875,iati,iati,33.333333,99.99999967,100,66.66666667,quarterly,0.925,1,66.66666667,,,,,,0,
XM-DAC-6-4-networked-data-implementors,"Italy, AICS",XM-DAC-6-4,3.164046603,networked-data-implementors,Networked Data - Implementors,Joining-up development data,30,0.033333335,iati,iati,33.333333,94.92139334,99.87253027,66.58168685,quarterly,0.925,0.925,61.58806034,,,,,,0,
XM-DAC-6-4-contact-details,"Italy, AICS",XM-DAC-6-4,0.949999997,contact-details,Contact details,Project attributes,21,0.01,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,
XM-DAC-6-4-planned-dates,"Italy, AICS",XM-DAC-6-4,0.944511546,planned-dates,Planned dates,Project attributes,18,0.01,iati,iati,33.333333,94.45115457,99.10998093,66.07332062,quarterly,0.925,0.925,61.11782157,,,,,,0,
XM-DAC-6-4-title,"Italy, AICS",XM-DAC-6-4,0.949999997,title,Title,Project attributes,16,0.01,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,
XM-DAC-6-4-disbursements-and-expenditures,"Italy, AICS",XM-DAC-6-4,3.012074355,disbursements-and-expenditures,Disbursements and expenditures,Finance and budgets,14,0.033333335,iati,iati,33.333333,90.36222614,92.47928617,61.65285745,quarterly,0.925,0.925,57.02889314,,,,,,0,
XM-DAC-6-4-procurement-policy,"Italy, AICS",XM-DAC-6-4,1.874999994,procurement-policy,Procurement policy,Organisational planning and commitments,6,0.01875,iati,iati,33.333333,99.99999967,100,66.66666667,quarterly,0.925,1,66.66666667,,,,,,0,
XM-DAC-6-4-networked-data-participating-orgs,"Italy, AICS",XM-DAC-6-4,0.687202043,networked-data-participating-orgs,Networked Data - Participating Orgs,Joining-up development data,31,0.016666668,iati,iati,33.333333,41.2321193,12.80884265,8.539228435,quarterly,0.925,0.925,7.898786303,,,,,,0,
XM-DAC-6-4-actual-dates,"Italy, AICS",XM-DAC-6-4,0.443868793,actual-dates,Actual dates,Project attributes,19,0.01,iati,iati,33.333333,44.38687927,17.92466963,11.94977976,quarterly,0.925,0.925,11.05354627,,,,,,0,
XM-DAC-6-4-audit,"Italy, AICS",XM-DAC-6-4,1.874999994,audit,Audit,Organisational planning and commitments,8,0.01875,iati,iati,33.333333,99.99999967,100,66.66666667,quarterly,0.925,1,66.66666667,,,,,,0,
XM-DAC-6-4-project-procurement-tenders,"Italy, AICS",XM-DAC-6-4,0.338947242,project-procurement-tenders,Project procurement - Tenders,Joining-up development data,33,0.01,iati,iati,33.333333,33.89472422,0.910364146,0.60690943,quarterly,0.925,0.925,0.561391223,,,,,,0,
XM-DAC-6-4-reviews-and-evaluations,"Italy, AICS",XM-DAC-6-4,0,reviews-and-evaluations,Reviews and evaluations,Performance,36,0.05,manual,document,0,0,0,0,quarterly,0.925,1,0,not published,0,,document,50,0,
XM-DAC-6-4-conditions,"Italy, AICS",XM-DAC-6-4,0,conditions,Conditions,Project attributes,24,0.035,manual,document,0,0,0,0,quarterly,0.925,1,0,not published,0,,document,50,0,
XM-DAC-6-4-impact-appraisals,"Italy, AICS",XM-DAC-6-4,0,impact-appraisals,Pre-project impact appraisals,Performance,35,0.05,manual,document,0,0,0,0,quarterly,0.925,1,0,not published,0,,document,50,0,
XM-DAC-6-4-results,"Italy, AICS",XM-DAC-6-4,0,results,Results,Performance,37,0.05,manual,website,0,0,0,0,quarterly,0.925,1,0,not published,0,,website,33.33,0,
XM-DAC-6-4-project-budget,"Italy, AICS",XM-DAC-6-4,1.111000056,project-budget,Project budget,Finance and budgets,11,0.033333335,manual,website,33.33,33.33,0,0,quarterly,0.925,1,0,always,1,,website,33.33,33.33,
XM-DAC-6-4-total-organisation-budget,"Italy, AICS",XM-DAC-6-4,0,total-organisation-budget,Total organisation budget,Finance and budgets,9,0.041666668,manual,website,0,0,0,0,quarterly,0.925,1,0,,0,0,website,33.33,0,
XM-DAC-6-4-sub-national-location,"Italy, AICS",XM-DAC-6-4,0,sub-national-location,Sub-national location,Project attributes,23,0.035,manual,website,0,0,0,0,quarterly,0.925,1,0,sometimes,0,,website,33.33,0,https://devtracker.fcdo.gov.uk
XM-DAC-6-4-country-strategy-or-mou,"Italy, AICS",XM-DAC-6-4,0,country-strategy-or-mou,Strategy (country/sector) or Memorandum of Understanding,Organisational planning and commitments,7,0.01875,manual,document,0,0,0,0,quarterly,0.925,1,0,not published,0,,document,50,0,
XM-DAC-6-4-disaggregated-budgets,"Italy, AICS",XM-DAC-6-4,0,disaggregated-budgets,Disaggregated budget,Finance and budgets,10,0.041666668,manual,,0,0,0,0,quarterly,0.925,1,0,,0,0,,0,0,
XM-DAC-6-4-foia,"Italy, AICS",XM-DAC-6-4,1.249875,foia,Quality of FOI legislation,Organisational planning and commitments,1,0.01875,manual,not-applicable,66.66,66.66,0,0,quarterly,0.925,1,0,,0,66.66,,0,66.66,
XM-DAC-6-4-accessibility,"Italy, AICS",XM-DAC-6-4,1.875,accessibility,Accessibility,Organisational planning and commitments,2,0.01875,manual,not-applicable,100,100,0,0,quarterly,0.925,1,0,,0,100,,0,100,https://devtracker.fcdo.gov.uk
XM-DAC-701-8-finance-type,"Japan, JICA",XM-DAC-701-8,0.9999,finance-type,Finance type,Joining-up development data,28,0.03,manual,website,33.33,33.33,0,0,less than quarterly,0.625,1,0,always,1,,website,33.33,33.33,
XM-DAC-701-8-aid-type,"Japan, JICA",XM-DAC-701-8,0,aid-type,Aid type,Joining-up development data,27,0.03,manual,website,0,0,0,0,less than quarterly,0.625,1,0,sometimes,0,,website,33.33,0,
XM-DAC-701-8-flow-type,"Japan, JICA",XM-DAC-701-8,0.9999,flow-type,Flow type,Joining-up development data,26,0.03,manual,website,33.33,33.33,0,0,less than quarterly,0.625,1,0,always,1,,website,33.33,33.33,
XM-DAC-701-8-networked-data-implementors,"Japan, JICA",XM-DAC-701-8,0,networked-data-implementors,Networked Data - Implementors,Joining-up development data,30,0.033333335,manual,website,0,0,0,0,less than quarterly,0.625,1,0,sometimes,0,,website,33.33,0,
XM-DAC-701-8-tied-aid-status,"Japan, JICA",XM-DAC-701-8,0,tied-aid-status,Tied aid status,Joining-up development data,29,0.03,manual,website,0,0,0,0,less than quarterly,0.625,1,0,not published,0,,website,33.33,0,
XM-DAC-701-8-unique-id,"Japan, JICA",XM-DAC-701-8,0,unique-id,Unique ID,Project attributes,25,0.025,manual,website,0,0,0,0,less than quarterly,0.625,1,0,not published,0,,website,33.33,0,
XM-DAC-701-8-sub-national-location,"Japan, JICA",XM-DAC-701-8,1.16655,sub-national-location,Sub-national location,Project attributes,23,0.035,manual,website,33.33,33.33,0,0,less than quarterly,0.625,1,0,always,1,,website,33.33,33.33,
XM-DAC-701-8-contact-details,"Japan, JICA",XM-DAC-701-8,0.3333,contact-details,Contact details,Project attributes,21,0.01,manual,website,33.33,33.33,0,0,less than quarterly,0.625,1,0,always,1,,website,33.33,33.33,
XM-DAC-701-8-project-budget-document,"Japan, JICA",XM-DAC-701-8,0,project-budget-document,Project budget document,Finance and budgets,12,0.033333335,manual,document,0,0,0,0,less than quarterly,0.625,1,0,sometimes,0,,document,50,0,
XM-DAC-701-8-commitments,"Japan, JICA",XM-DAC-701-8,0,commitments,Commitments,Finance and budgets,13,0.033333335,manual,website,0,0,0,0,less than quarterly,0.625,1,0,not published,0,,website,33.33,0,
